source_doc_id,date,sentence,found_term,accompanying_terms,zs_base_label,zs_base_score,zs_syn_label,zs_syn_score
45,2012-06-01 17:00:00,"We discussed the problems the international community is encountering now in Syria, the growing violence there, and we also discussed the Iranian nuclear programme.",syria,['violence'],partner,0.7727901339530945,adversary,0.7438240051269531
45,2012-06-01 17:00:00,Question (re-translated): US Secretary of State Hillary Clinton said that Russia supports Bashar al-Assad’s regime and thereby does not allow for political changes in Syria.,syria,[],partner,0.5855222344398499,adversary,0.8159523010253906
45,2012-06-01 17:00:00,"Do you perceive a possibility that, if Kofi Annan’s plan is unsuccessful, Russia could agree with the sanctions against Syria within the Security Council?",syria,[],partner,0.8067034482955933,adversary,0.5382140874862671
45,2012-06-01 17:00:00,"We have friendly relations with Syria spanning many years, but we do not support either of the sides generating the threat of a civil war.",syria,[],neutral,0.7166754603385925,ally,0.5229194164276123
45,2012-06-01 17:00:00,"<…> Question (re-translated): Mr President, perhaps I did not fully understand what steps you want to take with regard to Syria: as a global power, how do you want to use your influence?",syria,[],partner,0.7768851518630981,adversary,0.46307748556137085
45,2012-06-01 17:00:00,"As far as possible instruments that we could use to resolve the Syrian problem are concerned, we are not going to apply any instruments unilaterally.",syria,[],partner,0.5216530561447144,adversary,0.44969362020492554
45,2012-06-01 17:00:00,"Naturally, we will be in contact with President al-Assad and Syrian leadership, we will be in contact with regional powers, Arab nations that are involved in the conflict in one way or another, and we will do everything possible in order to stop the conflict and move on to political means of settlement.",syria,[],partner,0.8261772394180298,adversary,0.5687355995178223
46,2012-06-01 23:30:00,<…> Question (re-translated): You talked about UN sanctions against Syria.,syria,[],partner,0.6243302822113037,adversary,0.6363208293914795
46,2012-06-01 23:30:00,The main thing we must do is prevent the crisis from escalating in line with the worst-case scenario and we must avert a civil war in Syria.,syria,[],partner,0.6129722595214844,adversary,0.5849699974060059
46,2012-06-01 23:30:00,We agreed to continue our consultations and mutual efforts to achieve reconciliation in Syria and to reach conflict settlement there through political means.,syria,[],partner,0.886723518371582,ally,0.5876492261886597
46,2012-06-01 23:30:00,"And the second question for President Hollande: what political solution is possible for the situation in Syria, and how much time do you think the so-called Annan Plan needs to work?",syria,[],partner,0.8654831051826477,ally,0.48993435502052307
46,2012-06-01 23:30:00,"We have very good and long-standing relations with Syria, but when I hear rumours that Russia has certain special interests there, I want to tell you that this is a complete fallacy.",syria,[],partner,0.8044473528862,ally,0.5244098901748657
46,2012-06-01 23:30:00,"The only thing we care about with regards to Syria is the possible radicalization of the situation, having it spiral out of control, and the death of civilians.",syria,[],partner,0.6336079835891724,adversary,0.5157471299171448
46,2012-06-01 23:30:00,"Therefore, we are suggesting that we act in a careful, balanced manner, at least here in Syria.",syria,[],partner,0.530176043510437,adversary,0.536878764629364
46,2012-06-01 23:30:00,"Mr President, is it possible for you to accept what my colleague just described, namely a Syrian regime without Bashar al-Assad, bearing in mind that you really do have strategic interests in Syria?",syria,[],partner,0.6786404252052307,adversary,0.5526206493377686
46,2012-06-01 23:30:00,Everything that is acceptable to the Syrian people is acceptable to us.,syria,[],partner,0.6181038022041321,unbiased,0.5906569361686707
46,2012-06-01 23:30:00,But we cannot resolve issues concerning the form of government or the country's leadership for the Syrian people.,syria,[],partner,0.6473294496536255,adversary,0.717471718788147
46,2012-06-01 23:30:00,You cannot do so and this is also impossible in the Syrian case.,syria,[],partner,0.5471896529197693,adversary,0.7186239957809448
46,2012-06-01 23:30:00,That is the goal of our policy with regards to Syria.,syria,[],partner,0.4703593850135803,adversary,0.43958425521850586
49,2012-06-04 14:30:00,"We discussed the humanitarian dialogue between Russia and the EU and examined the main issues on the international agenda, the situation in Syria, Iran, the Middle East, and a number of other regions.",syria,['iran'],partner,0.8974918127059937,ally,0.7457846999168396
52,2012-06-05 02:00:00,"This makes it easy for us to find a common language, develop common tactics and strategies, and make a constructive contribution to international discussions on the most serious issues we face today, whether the situation in the Middle East and North Africa, the problems in Syria and Afghanistan, or the Korean Peninsula and Iranian nuclear programme issues.",syria,[],partner,0.8686699271202087,ally,0.5587995648384094
78,2012-06-18 23:15:00,"We also discussed international issues, including Syria.",syria,[],partner,0.7757739424705505,adversary,0.6317681670188904
84,2012-06-20 02:45:00,"Yes, we know that part of Syria’s people, those represented by the armed opposition, want to see President Assad leave.",syria,[],partner,0.6920193433761597,adversary,0.9142371416091919
84,2012-06-20 02:45:00,"Firstly, they do not represent the entire Syrian people.",syria,[],partner,0.6354920864105225,adversary,0.5888723134994507
84,2012-06-20 02:45:00,"I think that our partners not only listened to but to a certain extent agreed with this point of view during the discussions on Syria, although we do still have differences in our assessments.",syria,[],partner,0.9696778059005737,ally,0.6586285829544067
