source_doc_id,date,sentence,found_term,accompanying_terms,zs_base_label,zs_base_score,zs_syn_label,zs_syn_score
17,2012-05-15 18:00:00,"It is enough to say that in the last year, the growth rates for turnover between Russia and Ukraine have been much higher than the growth rate for economic ties between Russia and other nations.",ukraine,[],partner,0.8470067977905273,ally,0.45291846990585327
17,2012-05-15 18:00:00,"Two years ago, Ukraine ranked fifth in terms of turnover with Russia, but last year’s data puts it in fourth place.",ukraine,[],partner,0.6954969763755798,adversary,0.710234522819519
46,2012-06-01 23:30:00,Question (re-translated): I would like to know if you talked about Ukraine and Yulia Tymoshenko.,ukraine,[],partner,0.7566500306129456,adversary,0.6356869339942932
46,2012-06-01 23:30:00,The [European] football championship will start very soon in Ukraine.,ukraine,[],partner,0.9161636829376221,ally,0.5999605059623718
46,2012-06-01 23:30:00,"Before these contracts were signed our lawyers carefully analysed all relevant Russian, international, and Ukrainian legislation.",ukrainian,[],partner,0.8512648940086365,ally,0.4672975242137909
46,2012-06-01 23:30:00,"We would never sign contracts that are contrary to the laws of the counterparty, in this case those of Ukraine.",ukraine,[],partner,0.5701864361763,adversary,0.9272743463516235
49,2012-06-04 14:30:00,"In actual fact, even after Russia joins the WTO, the level of customs protection will be a lot higher than it is in Ukraine, say.",ukraine,[],partner,0.8107007741928101,adversary,0.4817081391811371
49,2012-06-04 14:30:00,"This worries us more than WTO accession itself, given that Ukraine is a big trade and economic partners.",ukraine,[],partner,0.9917532801628113,ally,0.917528510093689
107,2012-07-09 14:30:00,"Colleagues, As you know, today, Russia is observing a national day of mourning for those killed in the south of our country and in the road accident in Ukraine.",ukraine,[],partner,0.9265263676643372,ally,0.8047065138816833
107,2012-07-09 14:30:00,We regret greatly that fraternal Ukraine has not joined us in this process.,ukraine,['fraternal'],partner,0.8164621591567993,ally,0.528309166431427
107,2012-07-09 14:30:00,"The most independent and objective expert analyses show that Ukraine would indisputably stand to benefit from joining this group, as indeed would the whole integration process.",ukraine,[],partner,0.9117199182510376,unbiased,0.8892355561256409
107,2012-07-09 14:30:00,"It would be advantageous for all in economic and social terms, for Ukraine itself, and for the entire group.",ukraine,['itself'],partner,0.884777307510376,ally,0.8053303360939026
107,2012-07-09 14:30:00,"As I just said, the grouping of Russia, Kazakhstan and Belarus gives us a common market of around 170 million consumers, but adding Ukraine would take us to 210–220 million consumers.",ukraine,[],partner,0.936104416847229,ally,0.6549130082130432
